Customer_ID,Customer_Name,Customer_Type,City,State,Pincode,Phone,Email,Registration_Date,Total_Orders,Total_Spend_INR,Preferred_Payment,Is_Premium,GSTIN,Credit_Limit_INR,Account_Manager
CUST000026,Customer_26,Government,Jodhpur,Rajasthan,494693,9689867080,cust26@mail.in,2023-05-17 00:00:00,101,295420.47,Wallet,TRUE,,150648.24,AM_32
CUST000027,Customer_27,B2B,Amritsar,Punjab,352195,9507624054,cust27@mail.in,2022-12-30 00:00:00,428,621541.03,Net Banking,TRUE,27AAPFU3587H8ZM,320985.82,AM_24
CUST000028,Customer_28,B2B,Mumbai,Maharashtra,667667,9681398748,cust28@mail.in,2024-01-21 00:00:00,361,380105.76,Credit,FALSE,,47159.19,AM_10
CUST000029,Customer_29,Government,Siliguri,West Bengal,547220,,cust29@mail.in,2021-08-22 00:00:00,78,551412.51,UPI,FALSE,,316904.99,AM_15
CUST000030,Customer_30,B2C,Haridwar,Uttarakhand,246382,9332762831,cust30@mail.in,2023-01-20 00:00:00,217,618776.44,Prepaid,FALSE,27AAPFU5878H2ZM,352555.83,AM_15
CUST000031,Customer_31,B2C,Patna,Bihar,513194,9109541255,cust31@mail.in,2024-07-04 00:00:00,458,448121.1,UPI,TRUE,,82956.15,AM_13
CUST000032,Customer_32,B2B,Roorkee,Uttarakhand,699237,9586289104,cust32@mail.in,2024-12-22 00:00:00,72,30742.08,Wallet,TRUE,27AAPFU5391H6ZM,393211.52,AM_23
CUST000033,Customer_33,Government,Gandhinagar,Gujarat,750649,9211512382,cust33@mail.in,2022-02-28 00:00:00,382,431624.23,Credit,TRUE,,84523.29,AM_17
CUST000034,Customer_34,Marketplace Seller,Jorhat,Assam,183333,9427934429,cust34@mail.in,2021-10-04 00:00:00,79,770212.37,COD,TRUE,27AAPFU7406H1ZM,89347.48,AM_9
CUST000035,Customer_35,Government,Bhagalpur,Bihar,818687,9906072295,cust35@mail.in,2021-09-20 00:00:00,417,73296.78,Wallet,TRUE,27AAPFU5195H3ZM,216141.93,AM_7
CUST000036,Customer_36,B2C,Aurangabad,Maharashtra,827989,9767192155,cust36@mail.in,2021-09-29 00:00:00,238,467758.97,UPI,TRUE,,389945.25,AM_7
CUST000037,Customer_37,B2B,Panaji,Goa,696962,9993270327,cust37@mail.in,2024-07-01 00:00:00,72,147778.91,Net Banking,TRUE,27AAPFU5160H8ZM,14432.42,AM_43
CUST000038,Customer_38,B2B,Howrah,West Bengal,474353,9408757963,cust38@mail.in,2021-07-07 00:00:00,219,539064.51,COD,FALSE,27AAPFU4416H1ZM,346882.73,AM_14
CUST000039,Customer_39,B2C,Margao,Goa,606539,9477766529,cust39@mail.in,2022-12-27 00:00:00,379,666441.52,Wallet,TRUE,,145068.95,AM_24
CUST000040,Customer_40,B2B,Ranchi,Jharkhand,655054,9165363342,cust40@mail.in,2022-04-20 00:00:00,402,743345.34,COD,TRUE,27AAPFU3524H5ZM,483254,AM_48
CUST000041,Customer_41,B2B,Pune,Maharashtra,128882,9264024248,cust41@mail.in,2021-09-16 00:00:00,268,158925.08,Prepaid,FALSE,27AAPFU5932H5ZM,460273.29,AM_10
CUST000042,Customer_42,B2B,Durgapur,West Bengal,225282,9588098086,cust42@mail.in,2022-12-11 00:00:00,63,179086.19,Net Banking,TRUE,27AAPFU8890H9ZM,337410.02,AM_43
CUST000043,Customer_43,B2C,Indore,Madhya Pradesh,666259,9126060032,cust43@mail.in,2024-12-05 00:00:00,190,369670.42,Prepaid,FALSE,27AAPFU8594H5ZM,125652.39,AM_17
CUST000044,Customer_44,Government,Dharamshala,Himachal Pradesh,302682,9346463588,cust44@mail.in,2022-05-28 00:00:00,293,701391.9,Wallet,FALSE,,--,AM_14
CUST000045,Customer_45,B2B,Deoghar,Jharkhand,374086,9167948918,cust45@mail.in,2022-04-22 00:00:00,440,755485.48,COD,FALSE,27AAPFU6991H8ZM,371965.5,AM_16
CUST000046,Customer_46,B2C,Ludhiana,Punjab,994105,9407302595,cust46@mail.in,2024-03-01 00:00:00,304,228666.62,Prepaid,FALSE,,188039.18,AM_37
CUST000047,Customer_47,B2C,Ahmedabad,Gujarat,589831,9255244931,cust47@mail.in,2024-03-27 00:00:00,407,223674.41,Prepaid,FALSE,,409381.93,AM_14
CUST000048,Customer_48,B2C,Rohini,Delhi,525824,9631346880,cust48@mail.in,2022-10-19 00:00:00,317,150536.13,Wallet,TRUE,27AAPFU8370H6ZM,98196.74,AM_12
CUST000049,Customer_49,B2B,Panipat,Haryana,513813,9405672157,cust49@mail.in,2024-01-03 00:00:00,363,464776.04,Net Banking,TRUE,,231150.07,AM_27
CUST000050,Customer_50,Government,Tezpur,Assam,562754,9127823622,cust50@mail.in,2024-12-03 00:00:00,179,747242.37,Prepaid,TRUE,,404254.97,AM_26
CUST000051,Customer_51,B2C,Kanpur,Uttar Pradesh,377954,9399680477,cust51@mail.in,2021-07-17 00:00:00,219,478029.26,Wallet,FALSE,27AAPFU1699H6ZM,411351.16,AM_38
CUST000052,Customer_52,Marketplace Seller,Berhampur,Odisha,154679,9142921882,cust52@mail.in,2024-04-23 00:00:00,228,746317.72,COD,TRUE,27AAPFU1568H1ZM,429334.33,AM_18
CUST000053,Customer_53,Government,Nizamabad,Telangana,584026,9139941544,cust53@mail.in,2022-07-25 00:00:00,20,855089.23,Prepaid,TRUE,27AAPFU4892H8ZM,260521.95,AM_28
CUST000054,Customer_54,B2C,Kannur,Kerala,571164,9128835516,cust54@mail.in,2023-02-06 00:00:00,76,928856.66,Credit,FALSE,27AAPFU5133H8ZM,403724.51,AM_1
CUST000055,Customer_55,Government,Thrissur,Kerala,625006,9491649800,cust55@mail.in,2021-10-25 00:00:00,342,210750.83,Net Banking,TRUE,27AAPFU6527H9ZM,161267.58,AM_33
CUST000056,Customer_56,B2C,Bengaluru,Karnataka,175006,9173878488,cust56@mail.in,2024-03-29 00:00:00,140,181998.09,Prepaid,FALSE,27AAPFU7275H2ZM,306715.63,AM_42
CUST000057,Customer_57,B2B,Gurugram,Haryana,195746,9107876337,cust57@mail.in,2022-05-06 00:00:00,276,43237.77,Wallet,FALSE,27AAPFU1769H2ZM,25854.99,AM_37
CUST000058,Customer_58,D2C,Nagpur,Maharashtra,229129,9422193401,cust58@mail.in,2021-10-10 00:00:00,68,568893.29,Wallet,FALSE,27AAPFU2700H3ZM,408134.05,AM_27
CUST000059,Customer_59,Government,Gandhinagar,Gujarat,,9558442219,cust59@mail.in,2023-03-21 00:00:00,339,212463.6,Wallet,TRUE,,44237.04,AM_45
CUST000060,Customer_60,D2C,Dibrugarh,Assam,587488,9829105931,cust60@mail.in,2021-05-11 00:00:00,455,595649.76,Credit,FALSE,27AAPFU7917H2ZM,165262.75,AM_3
CUST000061,Customer_61,Government,Siliguri,West Bengal,273273,9225394957,cust61@mail.in,2022-07-08 00:00:00,116,513753.79,Credit,FALSE,27AAPFU1575H6ZM,393626.6,AM_49
CUST000062,Customer_62,D2C,Jaipur,Rajasthan,534765,9291138828,cust62@mail.in,2024-09-15 00:00:00,143,370745.95,Wallet,FALSE,27AAPFU8438H4ZM,350532.33,AM_27
CUST000063,Customer_63,Marketplace Seller,Rajkot,Gujarat,300181,9427946253,cust63@mail.in,2023-11-10 00:00:00,195,193919.13,UPI,FALSE,27AAPFU8388H2ZM,N/A,AM_15
CUST000064,Customer_64,B2C,Udaipur,Rajasthan,266937,9401041479,cust64@mail.in,2021-12-10 00:00:00,41,407556.73,Credit,FALSE,27AAPFU3732H1ZM,50539.33,AM_44
CUST000065,Customer_65,B2C,Khammam,Telangana,862152,9947452868,cust65@mail.in,2022-05-19 00:00:00,311,685274.3,Credit,TRUE,,78581.41,AM_35
CUST000066,Customer_66,B2B,Siliguri,West Bengal,947441,9701225332,cust66@mail.in,2023-04-15 00:00:00,152,941130.73,UPI,FALSE,27AAPFU7887H4ZM,472059.34,AM_39
CUST000067,Customer_67,Marketplace Seller,Gurugram,Delhi,292453,,cust67@mail.in,2022-04-02 00:00:00,466,135884.25,Wallet,FALSE,,144840.28,AM_46
CUST000068,Customer_68,Government,Margao,Goa,462570,9200525573,cust68@mail.in,2024-08-14 00:00:00,7,788115.66,Prepaid,TRUE,,476139.15,AM_21
CUST000069,Customer_69,B2B,Bhopal,Madhya Pradesh,369417,9576342275,cust69@mail.in,2021-08-19 00:00:00,34,252973.58,Credit,0,27AAPFU7753H1ZM,283679.25,AM_32
CUST000070,Customer_70,B2B,Panipat,Haryana,984368,9223227176,cust70@mail.in,2021-02-02 00:00:00,293,365249.51,UPI,FALSE,27AAPFU3258H1ZM,182783.24,AM_9
CUST000071,Customer_71,Government,Rishikesh,Uttarakhand,730977,9556088568,cust71@mail.in,2024-01-09 00:00:00,410,80730.68,UPI,FALSE,27AAPFU7567H5ZM,483855.83,AM_4
CUST000072,Customer_72,Government,Chennai,Tamil Nadu,385310,,cust72@mail.in,2024-08-28 00:00:00,294,317017.37,Prepaid,TRUE,27AAPFU1941H8ZM,308547.37,AM_10
CUST000073,Customer_73,Marketplace Seller,Aurangabad,Maharashtra,911738,9340191331,cust73@mail.in,2021-01-13 00:00:00,439,968111.91,Wallet,FALSE,,121675.01,AM_23
CUST000074,Customer_74,B2B,Dehradun,Uttarakhand,835707,9772569472,cust74@mail.in,2024-01-31 00:00:00,209,196400.82,Wallet,1,27AAPFU2931H8ZM,84126.96,AM_18
CUST000075,Customer_75,B2B,Faridabad,Haryana,465119,9923905594,cust75@mail.in,2024-08-12 00:00:00,126,249584.48,UPI,TRUE,27AAPFU9725H2ZM,276763.47,AM_33
CUST000076,Customer_76,B2C,Bokaro,Jharkhand,143584,9974018543,cust76@mail.in,2024-03-11 00:00:00,24,339793.11,Wallet,TRUE,,100457.26,AM_47
CUST000077,Customer_77,B2C,Faridabad,Haryana,307184,9915296808,cust77@mail.in,2024-08-15 00:00:00,474,493467.15,Credit,FALSE,,248601.77,AM_17
CUST000078,Customer_78,D2C,Jamshedpur,Jharkhand,490928,9280719278,cust78@mail.in,2021-01-02 00:00:00,469,122719.54,Wallet,FALSE,,69055.87,AM_20
CUST000079,Customer_79,D2C,Jaipur,Rajasthan,265214,9954996379,cust79@mail.in,2024-03-22 00:00:00,412,542411.65,Credit,TRUE,27AAPFU7635H8ZM,181765.85,AM_43
CUST000080,Customer_80,Marketplace Seller,Jalandhar,Punjab,698859,9879095652,cust80@mail.in,2023-07-15 00:00:00,67,655918.14,Wallet,FALSE,27AAPFU5646H2ZM,282487.18,AM_27
CUST000081,Customer_81,B2C,Durgapur,West Bengal,245735,9181925931,cust81@mail.in,2021-07-21 00:00:00,271,343344.75,Prepaid,TRUE,,233824.74,AM_17
CUST000082,Customer_82,Government,Dharamshala,Himachal Pradesh,950955,9516717543,cust82@mail.in,2024-08-30 00:00:00,258,429574.73,UPI,TRUE,27AAPFU4891H1ZM,385738.56,AM_49
CUST000083,Customer_83,B2B,Nizamabad,Telangana,291905,,,2021-06-14 00:00:00,414,849650.43,Net Banking,FALSE,27AAPFU1867H5ZM,22984.18,AM_18
CUST000084,Customer_84,D2C,Kozhikode,Kerala,486102,9665644126,cust84@mail.in,2023-03-10 00:00:00,33,285818.77,UPI,FALSE,,pending,AM_18
CUST000085,Customer_85,B2B,Jamshedpur,Jharkhand,634775,9353693020,cust85@mail.in,2024-10-06 00:00:00,388,156250.24,COD,FALSE,,214711.42,AM_38
CUST000086,Customer_86,B2B,Haridwar,Uttarakhand,621713,9236419488,cust86@mail.in,2021-01-22 00:00:00,174,823228.48,COD,FALSE,27AAPFU1477H8ZM,7562.46,AM_42
CUST000087,Customer_87,B2C,Madurai,Tamil Nadu,355834,9338611740,cust87@mail.in,2022-09-03 00:00:00,285,810229.07,Net Banking,TRUE,,59768.64,AM_34
CUST000088,Customer_88,Government,Roorkee,Uttarakhand,452801,9798516939,cust88@mail.in,2021-05-29 00:00:00,487,643986.52,UPI,TRUE,,462566.35,AM_10
CUST000089,Customer_89,B2C,Nizamabad,Telangana,284456,9779233735,cust89@mail.in,2021-07-26 00:00:00,107,unknown,Prepaid,FALSE,,59926.34,AM_40
CUST000090,Customer_90,B2B,Guwahati,Assam,134005,9333518252,cust90@mail.in,2022-07-04 00:00:00,429,508808.85,Prepaid,TRUE,27AAPFU5750H1ZM,25670.57,AM_50
CUST000091,Customer_91,Government,Rishikesh,Uttarakhand,664590,9794463486,cust91@mail.in,2021-11-28 00:00:00,385,773524.44,Prepaid,FALSE,,221374.64,AM_15
CUST000092,Customer_92,Government,Bhopal,Madhya Pradesh,877292,9599993876,cust92@mail.in,2022-11-22 00:00:00,148,946434.75,Credit,TRUE,,366000.05,AM_34
CUST000093,Customer_93,B2B,Mandi,Himachal Pradesh,738625,9790258978,cust93@mail.in,2021-06-13 00:00:00,221,113590.23,Credit,TRUE,27AAPFU1513H6ZM,293157.9,AM_11
CUST000094,Customer_94,B2B,Solan,Himachal Pradesh,136422,9322150517,cust94@mail.in,2022-10-25 00:00:00,175,636145.41,Credit,FALSE,,296239.56,AM_43
CUST000095,Customer_95,D2C,Durgapur,West Bengal,339295,9688292180,cust95@mail.in,2024-10-21 00:00:00,496,#ERROR,Wallet,TRUE,,117240.7,AM_49
CUST000096,Customer_96,Government,Muzaffarpur,Bihar,583632,9229440143,cust96@mail.in,2021-03-25 00:00:00,243,544853.23,COD,TRUE,,19459.94,AM_2
CUST000097,Customer_97,Government,Roorkee,Uttarakhand,,9105401732,cust97@mail.in,2021-08-27 00:00:00,197,467323.54,Wallet,FALSE,,17900.85,AM_15
CUST000098,Customer_98,B2C,Bokaro,Jharkhand,915176,9134171978,cust98@mail.in,2024-06-17 00:00:00,266,312822.3,UPI,FALSE,,250936.11,AM_22
CUST000099,Customer_99,Marketplace Seller,Agra,Uttar Pradesh,790023,9451790870,cust99@mail.in,2021-11-27 00:00:00,125,587722.65,Wallet,FALSE,,388761.82,AM_30
CUST000100,Customer_100,B2C,Silchar,Assam,392820,9621782752,cust100@mail.in,2021-04-03 00:00:00,395,454591.85,Prepaid,FALSE,,112175.01,AM_3
CUST000101,Customer_101,Government,Cuttack,Odisha,650738,9989744345,cust101@mail.in,2021-06-02 00:00:00,9,411052.49,Net Banking,FALSE,27AAPFU3993H6ZM,258890.62,AM_34
CUST000102,Customer_102,B2C,Jaipur,Rajasthan,199629,9588799758,cust102@mail.in,2021-08-31 00:00:00,313,15881.11,COD,TRUE,27AAPFU7909H7ZM,158705.29,AM_10
CUST000103,Customer_103,B2B,Sambalpur,Odisha,516610,9598219111,cust103@mail.in,2024-01-02 00:00:00,140,137154.38,UPI,FALSE,27AAPFU9348H4ZM,281639.11,AM_20
CUST000104,Customer_104,B2B,Gurugram,Haryana,659135,9219145724,cust104@mail.in,2022-04-30 00:00:00,322,87220.71,UPI,FALSE,,296055.46,AM_21
CUST000105,Customer_105,D2C,Gurugram,Delhi,451398,9677237865,cust105@mail.in,2021-07-05 00:00:00,425,17334.03,Net Banking,FALSE,,387950.2,AM_2
CUST000106,Customer_106,Marketplace Seller,Kannur,Kerala,365468,9846849839,cust106@mail.in,2023-04-19 00:00:00,458,111776.55,Wallet,TRUE,27AAPFU8097H4ZM,17367.37,AM_18
CUST000107,Customer_107,B2C,Bhubaneswar,Odisha,330120,9716804977,cust107@mail.in,2023-03-05 00:00:00,404,24753.63,Wallet,TRUE,27AAPFU5646H2ZM,141624.18,AM_44
CUST000108,Customer_108,B2B,Hyderabad,Telangana,139673,9477166914,cust108@mail.in,2021-06-18 00:00:00,333,606015.27,Wallet,TRUE,27AAPFU2749H9ZM,126531,AM_41
CUST000109,Customer_109,Marketplace Seller,Mapusa,Goa,656721,9823122769,,2023-04-22 00:00:00,429,976304.04,Net Banking,TRUE,27AAPFU6608H8ZM,293111.73,AM_44
CUST000110,Customer_110,Marketplace Seller,Lucknow,Uttar Pradesh,862227,9988466075,cust110@mail.in,2024-05-25 00:00:00,341,150822.02,Wallet,FALSE,27AAPFU1891H5ZM,341260.94,AM_28
CUST000111,Customer_111,Marketplace Seller,Manali,Himachal Pradesh,473780,9504575920,cust111@mail.in,2021-02-16 00:00:00,238,668472.34,Net Banking,TRUE,27AAPFU5992H8ZM,80703.72,AM_46
CUST000112,Customer_112,Government,Kochi,Kerala,589562,9395215494,cust112@mail.in,2023-08-21 00:00:00,333,647090.06,COD,FALSE,,497171.54,AM_25
CUST000113,Customer_113,B2B,Gandhinagar,Gujarat,504383,9164346532,cust113@mail.in,2021-04-25 00:00:00,243,602403.75,Wallet,FALSE,27AAPFU8998H8ZM,12899.76,AM_15
CUST000114,Customer_114,D2C,Lucknow,Uttar Pradesh,505095,9582631336,cust114@mail.in,2021-02-26 00:00:00,252,324766.8,UPI,TRUE,27AAPFU4340H5ZM,150246.52,AM_50
CUST000115,Customer_115,Marketplace Seller,Solan,Himachal Pradesh,367987,9351589804,cust115@mail.in,2024-11-04 00:00:00,162,865154.6,COD,FALSE,,197204.07,AM_43
CUST000116,Customer_116,D2C,New Delhi,Delhi,774245,9520801710,cust116@mail.in,2022-01-21 00:00:00,62,400024.24,Wallet,FALSE,27AAPFU3346H1ZM,68799.57,AM_36
CUST000117,Customer_117,B2B,Jaipur,Rajasthan,711227,9565266012,cust117@mail.in,2024-03-09 00:00:00,186,487210.02,COD,TRUE,27AAPFU4307H6ZM,442083.75,AM_23
CUST000118,Customer_118,Government,Kannur,Kerala,331743,9488707662,cust118@mail.in,2023-09-05 00:00:00,1,403366.06,COD,TRUE,,371198.74,AM_11
CUST000119,Customer_119,B2B,Nagpur,Maharashtra,732011,9446391158,cust119@mail.in,2024-01-16 00:00:00,262,426615.56,Credit,TRUE,27AAPFU5004H5ZM,345350.77,AM_13
CUST000120,Customer_120,Government,Solan,Himachal Pradesh,794177,9749438092,cust120@mail.in,2024-11-17 00:00:00,335,19516.83,Wallet,TRUE,27AAPFU1115H9ZM,277532.19,AM_39
CUST000121,Customer_121,Government,Hyderabad,Telangana,217969,9958202552,,2022-11-25 00:00:00,353,615001.43,Credit,FALSE,,59216.52,AM_8
CUST000122,Customer_122,B2B,Ranchi,Jharkhand,849956,9389865499,cust122@mail.in,2023-01-09 00:00:00,484,333225.47,Net Banking,FALSE,,130955.51,AM_18
CUST000123,Customer_123,Marketplace Seller,Rohtak,Haryana,608402,9281311388,cust123@mail.in,2021-06-06 00:00:00,143,611594.35,UPI,TRUE,27AAPFU7243H2ZM,325240.39,AM_28
CUST000124,Customer_124,B2B,Bhopal,Madhya Pradesh,921759,9724004417,cust124@mail.in,2021-07-04 00:00:00,375,371014.18,Prepaid,FALSE,27AAPFU2270H1ZM,200626.56,AM_7
CUST000125,Customer_125,Government,Ambala,Haryana,692713,9764896342,cust125@mail.in,2023-02-12 00:00:00,265,24184.57,UPI,FALSE,27AAPFU5233H8ZM,260922.76,AM_25
CUST000126,Customer_126,D2C,Nizamabad,Telangana,264794,9777798858,cust126@mail.in,2024-06-28 00:00:00,184,636729.98,Prepaid,TRUE,27AAPFU1860H6ZM,69879.71,AM_2
CUST000127,Customer_127,B2C,Coimbatore,Tamil Nadu,745518,9931813488,cust127@mail.in,2023-01-24 00:00:00,181,728531.44,Prepaid,FALSE,27AAPFU7084H1ZM,23498.96,AM_42
CUST000128,Customer_128,D2C,Warangal,Telangana,,9478997041,cust128@mail.in,2021-06-13 00:00:00,76,678486.88,COD,FALSE,27AAPFU2158H6ZM,112969.62,AM_37
CUST000129,Customer_129,Marketplace Seller,Panaji,Goa,770247,9609805585,cust129@mail.in,2021-11-02 00:00:00,424,460587.7,Prepaid,FALSE,27AAPFU1624H1ZM,275335.46,AM_1
CUST000130,Customer_130,Marketplace Seller,Coimbatore,Tamil Nadu,497363,9673532591,cust130@mail.in,2022-01-11 00:00:00,89,484133.99,Credit,FALSE,,497242.62,AM_34
CUST000131,Customer_131,Marketplace Seller,Salem,Tamil Nadu,307474,9192854009,cust131@mail.in,2024-01-14 00:00:00,331,149176.8,Credit,FALSE,,91480.99,AM_18
CUST000132,Customer_132,B2B,Bhagalpur,Bihar,853149,9216920491,cust132@mail.in,2023-05-01 00:00:00,109,120395.52,COD,TRUE,,336775.84,AM_37
CUST000133,Customer_133,B2B,Jamshedpur,Jharkhand,577760,9177446628,cust133@mail.in,2021-05-29 00:00:00,222,151743.92,UPI,FALSE,27AAPFU8505H5ZM,416890.48,AM_42
CUST000134,Customer_134,Government,Dharamshala,Himachal Pradesh,403569,,cust134@mail.in,2021-08-19 00:00:00,62,821713.39,UPI,TRUE,27AAPFU4386H6ZM,344350.29,AM_37
CUST000135,Customer_135,D2C,Thrissur,Kerala,431055,9698594203,cust135@mail.in,2021-08-13 00:00:00,190,574750.65,Net Banking,TRUE,27AAPFU9294H2ZM,117803.06,AM_28
CUST000136,Customer_136,Marketplace Seller,Rourkela,Odisha,329994,9597114897,cust136@mail.in,2024-10-23 00:00:00,59,505754.99,Prepaid,FALSE,27AAPFU6861H1ZM,397170.5,AM_21
CUST000137,Customer_137,B2B,Jamshedpur,Jharkhand,999850,9393552809,cust137@mail.in,2021-10-24 00:00:00,487,642105.24,Net Banking,FALSE,27AAPFU8772H5ZM,385492.52,AM_7
CUST000138,Customer_138,B2C,Lucknow,Uttar Pradesh,567231,9824678136,cust138@mail.in,2022-07-23 00:00:00,396,460033.97,COD,FALSE,27AAPFU2174H8ZM,465133.73,AM_47
CUST000139,Customer_139,Government,Gurugram,Delhi,725190,9948247505,cust139@mail.in,2022-11-24 00:00:00,369,132339.32,Credit,FALSE,,418920.17,AM_41
CUST000140,Customer_140,D2C,Hyderabad,Telangana,319397,9856580359,,2023-05-25 00:00:00,496,184098.04,COD,FALSE,,86489.64,AM_28
CUST000141,Customer_141,D2C,Nashik,Maharashtra,258426,9539125418,cust141@mail.in,2022-11-09 00:00:00,149,82092.1,UPI,FALSE,27AAPFU9688H9ZM,432053.21,AM_17
CUST000142,Customer_142,Government,Hyderabad,Telangana,594156,9298423340,cust142@mail.in,2024-01-11 00:00:00,25,79388.17,Net Banking,FALSE,27AAPFU3443H7ZM,415224.31,AM_15
CUST000143,Customer_143,Marketplace Seller,Vasco,Goa,755375,9539146969,cust143@mail.in,2021-01-11 00:00:00,293,980183.91,Net Banking,FALSE,,187050.67,AM_3
CUST000144,Customer_144,Marketplace Seller,Faridabad,Haryana,976983,9963430023,cust144@mail.in,2023-10-23 00:00:00,251,421022.43,UPI,TRUE,27AAPFU7343H9ZM,405683,AM_1
CUST000145,Customer_145,B2C,Rohtak,Haryana,227287,9591233274,cust145@mail.in,2024-12-09 00:00:00,304,677974.65,Wallet,TRUE,27AAPFU4309H4ZM,152580.12,AM_17
CUST000146,Customer_146,B2B,Dehradun,Uttarakhand,706737,9104231893,cust146@mail.in,2024-01-23 00:00:00,405,129316.96,Net Banking,TRUE,27AAPFU1778H4ZM,N/A,AM_16
CUST000147,Customer_147,D2C,Agra,Uttar Pradesh,504965,9171169338,cust147@mail.in,2021-01-21 00:00:00,94,141382.26,Prepaid,FALSE,27AAPFU4238H9ZM,456139.2,AM_34
